202,203,8,9,10,11,11,11,11,11,11,11,11,28,29,3,3,63,62,62,62,62,62,62,62,62,62,63,62,63,3,3,28,29,11,11,11,11,11,11,11,11,11,11,11,202,203
202,203,8,9,11,11,11,11,11,11,11,11,11,48,49,3,3,3,3,3,3,124,125,125,125,127,3,3,3,3,11,11,48,49,11,11,11,11,11,11,11,11,11,11,11,202,203
202,203,8,9,10,11,10,11,10,11,10,11,10,68,69,11,3,3,3,3,3,144,145,145,145,147,3,3,3,3,11,11,68,69,10,11,10,11,10,11,10,11,10,11,11,202,203
202,203,8,9,10,10,11,10,11,10,11,10,11,88,89,11,10,11,11,11,11,164,165,165,166,167,10,10,11,10,11,11,88,89,11,10,11,10,11,10,10,11,10,11,11,202,203
222,223,8,9,11,11,11,11,11,11,11,11,11,108,109,11,133,134,135,136,11,164,165,166,166,187,3,133,134,135,136,11,108,109,11,11,11,11,11,11,11,11,11,11,11,222,223
64,7,8,9,11,11,11,11,11,11,11,11,11,128,129,11,153,154,155,156,11,184,185,205,166,167,10,153,154,155,156,11,128,129,11,11,11,11,11,11,11,11,11,11,11,3,3
64,7,8,9,10,11,11,11,11,11,11,11,11,28,29,11,10,11,11,11,11,164,165,166,166,187,10,10,10,11,10,11,28,29,11,11,11,11,11,11,11,11,11,11,3,3,3
242,243,8,9,11,11,11,11,11,11,11,11,11,48,49,11,133,134,135,136,11,184,185,186,166,167,3,133,134,135,136,11,48,49,11,11,11,11,11,11,11,11,11,11,11,6,25
24,203,8,9,10,11,10,11,10,11,10,11,10,68,69,11,153,154,155,156,11,144,145,146,166,187,10,153,154,155,156,11,68,69,10,11,10,11,10,11,10,11,10,11,11,202,45
44,203,8,9,10,10,11,10,11,10,11,10,11,88,89,11,11,11,11,11,11,164,165,166,166,167,11,11,11,11,11,11,88,89,11,10,11,10,11,10,10,11,10,11,11,202,65
24,203,8,9,11,11,11,11,11,11,11,11,11,108,109,11,133,134,135,136,11,184,185,166,166,167,3,133,134,135,136,11,108,109,11,11,11,11,11,11,11,11,11,11,11,202,45
44,203,8,9,11,11,11,11,11,11,11,11,11,128,129,11,153,154,155,156,11,204,205,206,166,187,10,153,154,155,156,11,128,129,11,11,11,11,11,11,11,11,11,11,11,202,45
24,223,8,9,10,11,11,11,11,11,11,11,11,11,11,11,10,11,11,11,11,164,165,166,166,167,10,10,11,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,222,45
44,7,8,9,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,3,3,184,185,166,166,167,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,65
253,254,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,173,174,204,205,206,166,187,175,176,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,255,256
273,274,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,193,194,164,165,166,166,167,195,196,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,275,276
293,294,20,21,22,21,22,21,22,21,22,21,22,21,22,21,21,21,21,295,296,164,165,166,166,167,293,294,20,22,21,22,21,22,22,21,22,21,21,22,21,21,22,21,22,295,296
293,294,40,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,295,296,184,185,166,166,167,293,294,40,41,41,41,41,41,41,41,41,41,61,61,61,61,61,61,61,295,296
293,294,60,61,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,295,296,204,205,206,166,187,293,294,60,61,41,41,41,41,41,41,41,41,61,61,61,61,61,61,61,295,296
