0,0,0,0,0,0,0,0,0,85,81,111,20,101,0,0,0,0,0,0,0,0,0,85,81,131,20,35,35,35,35,35,31,13,35,101,85,80,20,101
195,104,104,104,104,104,104,104,104,89,80,20,20,88,104,104,104,104,104,104,104,194,0,85,80,20,20,55,55,55,30,55,55,55,55,101,85,80,20,101
85,34,35,35,6,35,35,6,6,35,80,20,20,34,6,6,6,6,6,6,6,101,0,85,80,20,20,61,66,66,66,66,66,66,66,101,85,80,20,101
85,54,55,55,55,55,55,55,55,55,80,20,20,54,55,55,55,55,55,55,55,101,0,175,84,84,84,84,84,84,84,84,84,84,84,174,85,80,20,101
85,66,66,66,66,66,66,66,20,131,20,20,20,20,131,20,20,20,20,131,20,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,80,131,101
85,80,20,20,20,20,20,131,20,20,131,20,131,20,20,20,131,131,20,131,131,101,0,195,104,104,104,104,104,104,104,104,104,104,104,104,89,80,20,101
175,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,174,0,85,35,35,35,35,31,35,35,35,35,35,35,35,35,80,20,101
195,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,194,0,85,55,55,55,55,55,55,55,55,55,30,55,55,55,80,20,101
85,34,6,6,6,6,6,6,6,6,6,6,6,6,35,35,82,83,6,6,6,101,0,85,80,66,66,66,66,66,66,66,66,66,66,66,66,66,20,101
85,34,7,1,2,3,4,5,6,6,6,6,31,6,1,2,105,106,5,6,6,101,0,85,80,20,20,20,20,20,20,20,20,20,20,20,20,20,20,101
85,35,35,21,22,23,24,25,26,35,7,35,35,35,21,22,125,126,25,26,35,101,0,85,80,20,20,68,84,84,84,84,84,84,84,69,20,20,20,101
85,55,55,41,42,43,44,45,46,55,55,55,55,55,41,42,145,146,45,46,55,101,0,85,80,20,20,101,296,297,0,0,0,296,297,85,81,20,20,101
85,80,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,101,0,85,80,20,20,101,316,317,0,0,0,316,317,85,80,20,20,101
85,80,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,101,0,85,80,20,20,101,0,0,0,0,20,0,0,85,80,20,20,101
85,80,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,101,0,85,80,20,20,101,0,0,0,0,0,0,0,85,80,20,20,101
85,80,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,101,0,85,80,20,20,101,296,297,0,0,0,296,297,85,80,20,20,101
85,80,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,101,0,85,80,20,20,101,316,317,0,0,0,316,317,175,84,84,84,174
85,80,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,101,0,85,80,20,20,88,104,104,104,104,104,104,104,104,104,104,104,194
85,80,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,101,0,85,80,20,20,1,1,31,1,1,8,9,1,35,1,1,35,101
85,80,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,101,0,85,80,20,20,50,50,50,50,50,28,29,50,50,50,50,50,101
85,80,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,101,0,85,80,20,20,61,66,66,66,66,66,66,66,66,66,20,20,101
85,80,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,101,0,85,80,20,20,20,20,20,20,20,20,20,20,20,20,20,20,101
85,80,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,101,0,85,80,20,20,20,20,20,20,20,20,20,20,20,20,20,20,101
175,84,84,84,69,20,20,20,68,84,84,84,84,84,84,84,84,84,84,84,84,174,0,175,84,84,84,84,69,20,20,20,68,84,84,69,20,20,20,101
0,0,296,297,175,84,84,84,174,195,104,104,104,104,104,104,104,194,0,0,0,0,0,0,0,0,0,0,85,81,20,20,101,296,297,85,81,20,20,101
0,0,316,317,195,104,104,104,194,85,34,35,35,35,35,35,35,101,0,0,0,0,0,0,0,0,0,0,85,80,20,20,101,316,317,85,80,20,20,101
0,0,0,0,85,80,20,20,101,85,286,286,286,286,286,286,286,101,0,0,0,0,0,0,0,0,0,0,85,80,20,20,101,0,0,85,80,20,20,101
0,0,0,0,85,80,20,20,101,85,244,348,349,349,349,348,349,88,104,104,104,104,104,104,104,104,104,104,89,80,20,20,101,0,0,85,80,20,20,101
0,0,0,0,85,244,368,368,101,85,244,241,241,241,241,368,368,35,35,35,35,35,35,35,35,35,35,35,35,268,348,349,101,0,0,85,268,348,349,101
0,0,0,0,85,244,368,368,101,85,244,241,241,241,241,368,368,286,286,286,286,286,286,286,286,286,286,286,286,244,368,368,101,0,0,85,244,368,368,101
0,0,0,0,85,244,368,368,101,85,244,368,368,368,368,368,368,348,349,348,349,348,349,348,349,348,349,348,349,368,368,368,101,0,0,85,244,368,368,101
0,0,0,0,85,244,368,368,101,85,244,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,101,0,0,85,244,368,368,101
0,0,296,297,85,244,368,368,101,85,244,368,368,368,368,368,368,68,84,84,84,84,84,84,84,84,84,84,84,84,84,84,174,296,297,85,244,368,368,101
0,0,316,317,85,244,368,368,101,175,84,84,84,84,84,84,84,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,317,85,244,368,368,101
195,104,104,104,89,244,368,368,88,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,89,244,368,368,101
85,245,250,242,55,244,368,368,1,245,250,251,256,249,256,257,246,256,251,250,256,257,246,251,251,256,257,246,251,251,246,251,251,250,242,35,244,368,368,101
85,265,267,262,55,244,368,368,7,265,267,260,260,269,276,277,266,260,260,267,276,277,266,260,260,276,277,266,260,260,266,260,260,267,262,55,244,368,368,101
85,280,287,282,282,244,368,368,285,285,287,288,282,282,282,282,282,282,282,287,286,286,286,286,286,286,286,286,286,286,282,282,282,287,286,286,244,368,368,101
85,300,307,302,348,368,368,368,348,306,307,308,348,348,348,348,348,348,306,307,308,348,348,348,348,348,348,348,348,348,348,348,306,307,308,348,368,368,368,101
85,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,101
85,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,101
175,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,174
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
